sname,District_Name,Crop_Year,cseason,Crop,Area,production
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Groundnut,25900.0,35800.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Whole Year ,Coconut ,14560.0,71300000.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Cashewnut,719.0,208.0
Bihar,NAWADA,2011.0,Kharif     ,Arhar/Tur,1110.0,1319.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Dry ginger,344.0,1124.0
Assam,SIVASAGAR,2011.0,Rabi       ,Masoor,7.0,4.0
Andaman and Nicobar Islands,NICOBARS,2000.0,Whole Year ,Tapioca,40.0,169.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Moong(Green Gram),1744.0,774.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003.0,Whole Year ,Banana,1530.0,11558.0
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Cashewnut,683.5,325453.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Korra,1434.0,627.0
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Castor seed,7.0,7.0
Bihar,NAWADA,2011.0,Kharif     ,Groundnut,500.0,511.0
Andaman and Nicobar Islands,ANANTAPUR,2004.0,Kharif     ,Rice,1.0,0.11
Bihar,ANANTAPUR,,Rabi       ,Dry chillies,100.0,25250000.0
Bihar,ANANTAPUR,,Rabi       ,Dry chillies,100.0,25250000.0
Bihar,NAWADA,2009.0,Summer     ,Moong(Green Gram),1486.0,688.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Whole Year ,Dry chillies,340.0,822.8
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Wheat,520.0,297.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Horse-gram,700.0,3434545.0
Assam,SIVASAGAR,2011.0,Autumn     ,Paddy,62.0,52.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Horse-gram,3300.0,1000.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Groundnut,7913.0,9525.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Other  Rabi pulses,171.0,127.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Black pepper,63.0,13.5
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Masoor,0.2,0.5
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Whole Year ,Sugarcane,455.0,13760.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Kharif     ,Rice,10681.98,29119.66
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Khesari,519.0,426.0
Assam,SIVASAGAR,2011.0,Rabi       ,Dry chillies,159.0,91.0
Chhattisgarh,SURGUJA,2009.0,Whole Year ,Banana,15.0,633.0
Bihar,NAWADA,2010.0,Kharif     ,Ragi,227.0,223.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Horse-gram,8335.0,2009.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Horse-gram,601.0,215.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Sugarcane,81.0,2379.0
Andaman and Nicobar Islands,NICOBARS,2006.0,Whole Year ,Cashewnut,450.0,85.13
Assam,SIVASAGAR,2010.0,Whole Year ,Sugarcane,92.0,3331.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Rabi       ,Maize,719.0,192.0
Andaman and Nicobar Islands,ANANTAPUR,2004.0,Kharif     ,Maize,60.0,145.2
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Moong(Green Gram),18.0,86.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Other  Rabi pulses,3.0,1.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Moong(Green Gram),2100.0,1300.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Autumn     ,Rice,6791.0,20118.0
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Garlic,141.0,205.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Sweet potato,100.0,5.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Rabi       ,Rice,3100.0,5200.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Coconut ,7050.45,26430000.0
Chhattisgarh,SURGUJA,2008.0,Rabi       ,Moong(Green Gram),25.0,5.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Castor seed,7.0,7.0
Bihar,PURBI CHAMPARAN,2008.0,Whole Year ,Onion,821.0,3432323.0
Andaman and Nicobar Islands,ANANTAPUR,2002.0,Rabi       ,Jute,189.2,510.84
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Masoor,8237.0,7644.0
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Barley,2547.0,1985.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2000.0,Kharif     ,Banana,102.0,321.0
Andaman and Nicobar Islands,NICOBARS,2005.0,Whole Year ,Arecanut,795.67,25345324532.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Safflower,881.0,434343.0
Bihar,PURBI CHAMPARAN,2008.0,Whole Year ,Onion,821.0,3432323.0
Bihar,PURBI CHAMPARAN,2008.0,Winter     ,Rice,140554.0,184656.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Small millets,1647.0,1148.0
Andaman and Nicobar Islands,ANANTAPUR,2002.0,Rabi       ,Other Kharif pulses,63.0,13.5
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Ragi,600.0,1000.0
Andaman and Nicobar Islands,NICOBARS,2003.0,Whole Year ,Banana,266.0,1763.0
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Coriander,82.0,59.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Gram,26200.0,25900.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Linseed,8.0,2.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Korra,100.0,100.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Jowar,1330.0,1450.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Rice,35600.0,75400.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Sesamum,10.0,343.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Whole Year ,Black pepper,570.0,104.36
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Jowar,21487.0,30576.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Turmeric,423.0,383.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Maize,73.0,253.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Jute,39.0,2512.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Jowar,18800.0,9400.0
Bihar,PURBI CHAMPARAN,2009.0,Autumn     ,Maize,6394.0,5929.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Kharif     ,Arhar/Tur,896.0,342523423.0
Andhra Pradesh,ANANTAPUR,2001.0,Rabi       ,Groundnut,18773.0,29192.0
Assam,SIVASAGAR,2010.0,Rabi       ,Gram,3.0,2.0
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Wheat,20445.0,22975.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Cashewnut,15.0,10.5
Bihar,NAWADA,2010.0,Kharif     ,Sesamum,16.0,13.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Groundnut,650800.0,228400.0
Assam,SIVASAGAR,2011.0,Rabi       ,Ginger,147.0,981.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Gram,16.0,17.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Groundnut,4.75,253.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Ragi,734.0,1180.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Kharif     ,Rice,8683.38,25870.98
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Dry chillies,3765.0,7127.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Arhar/Tur,27400.0,9100.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Sesamum,5.0,34.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Groundnut,755200.0,867800.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Dry chillies,413.0,28.8
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Summer     ,Wheat,13.4,41.75
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Jowar,11131.0,14582.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Groundnut,791559.0,884963.0
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Dry chillies,60.0,145.2
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Maize,399.0,2148.0
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Jute,16.0,128.0
Andaman and Nicobar Islands,ANANTAPUR,2003.0,Whole Year ,Barley,266.0,1763.0
Andaman and Nicobar Islands,ANANTAPUR,2005.0,Kharif     ,Garlic,795.67,25345324532.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2000.0,Kharif     ,Coriander,176.0,641.0
Andaman and Nicobar Islands,NICOBARS,2001.0,Whole Year ,Sweet potato,11.0,33.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Jowar,1330.0,1450.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Arhar/Tur,35.0,9.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Peas & beans (Pulses),100.0,96.0
Andhra Pradesh,ANANTAPUR,1999.0,Whole Year ,Dry chillies,5199.0,5759.0
Andhra Pradesh,ANANTAPUR,2001.0,Rabi       ,Arhar/Tur,5.0,34.0
Bihar,NAWADA,2010.0,Autumn     ,Maize,1424.0,1587.0
Bihar,ANANTAPUR,,Rabi       ,Dry chillies,100.0,25250000.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Rice,18000.0,37300.0
Bihar,PURBI CHAMPARAN,2008.0,Autumn     ,Maize,7148.0,9115.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Soyabean,91.0,47.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Sunflower,13500.0,3300.0
Andaman and Nicobar Islands,ANANTAPUR,2004.0,Kharif     ,Wheat,18394.7,52380000.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Kharif     ,Sugarcane,5.0,15.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Rice,37991.0,105082.0
Assam,SIVASAGAR,2011.0,Kharif     ,Small millets,6.0,3.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Whole Year ,Sugarcane,455.0,13760.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Khesari,537.0,451.0
Bihar,PURBI CHAMPARAN,2008.0,Summer     ,Moong(Green Gram),1143.0,597.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002.0,Whole Year ,Arecanut,3105.0,5476575465.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Rabi       ,Dry ginger,11.0,33.0
Bihar,NAWADA,2009.0,Summer     ,Maize,1016.0,3131.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Other Kharif pulses,800.0,100.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Urad,1.5,1.16
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Tobacco,200.0,200.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000.0,Whole Year ,Dry ginger,352.0,1120.0
Bihar,PURBI CHAMPARAN,2009.0,Autumn     ,Rice,74950.0,61782.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Sweet potato,1061.0,4793.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Dry ginger,200.0,1800.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Coconut ,3483.09,14190000.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000.0,Whole Year ,Cashewnut,80.0,54.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006.0,Whole Year ,Dry chillies,235.72,824.3
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Castor seed,7.0,7.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Black pepper,63.0,13.5
Bihar,NAWADA,2010.0,Kharif     ,Urad,42.0,37.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Maize,3300.0,6700.0
Andhra Pradesh,ANANTAPUR,2000.0,Whole Year ,Coriander,8953.0,2266.0
Assam,SIVASAGAR,2011.0,Kharif     ,Mesta,2.0,13.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Coconut ,18240.0,67490000.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Barley,452.0,492.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Banana,213.0,1278.0
Andaman and Nicobar Islands,NICOBARS,2001.0,Whole Year ,Sweet potato,11.0,33.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Kharif     ,Other Kharif pulses,418.0,199.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Black pepper,656.45,35.95
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Whole Year ,Banana,360.0,5517.0
Andaman and Nicobar Islands,ANANTAPUR,2005.0,Kharif     ,Rice,13876.57,52030000.0
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Banana,66.42,404.12
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Castor seed,3191.0,34343433.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Onion,482.0,11514.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Maize,35793.0,40865.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Ragi,495.0,125.0
Assam,SIVASAGAR,2010.0,Rabi       ,Banana,1363.0,18798.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000.0,Whole Year ,Tapioca,160.0,2108.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Summer     ,Rice,944.0,6543635.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Horse-gram,601.0,215.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006.0,Whole Year ,other oilseeds,35.62,21.4
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Castor seed,3191.0,34343433.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Groundnut,15.5,7.6
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Sweet potato,1061.0,4793.0
Bihar,PURBI CHAMPARAN,2006.0,Summer     ,Maize,4806.0,10163.0
Assam,SIVASAGAR,2010.0,Kharif     ,Small millets,2.0,1.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Masoor,98.0,10.0
Bihar,PURBI CHAMPARAN,2008.0,Whole Year ,Onion,821.0,3432323.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Whole Year ,Tapioca,22.5,220.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Black pepper,63.0,13.5
Andhra Pradesh,ANANTAPUR,1998.0,Whole Year ,Sugarcane,700.0,65900.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Other Kharif pulses,1.0,1.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Wheat,98681.0,199138.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Sunflower,13500.0,3300.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Sugarcane,1956.0,5656.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Autumn     ,Sugarcane,73.33,889.2
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Korra,100.0,100.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Kharif     ,Small millets,450.0,85.13
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Autumn     ,Coconut ,12.0,25.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Banana,1656.8,10251.13
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000.0,Whole Year ,Cashewnut,80.0,54.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Arhar/Tur,1412.0,1843.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Autumn     ,Sugarcane,73.33,889.2
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Masoor,2253.0,611.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Banana,1656.8,10251.13
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Turmeric,68.0,376.5
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Jute,39.0,2512.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Autumn     ,Rice,6791.0,20118.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Coconut ,7015.0,25250000.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006.0,Kharif     ,Rice,6854.3,7457647657.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Jute,39.0,2512.0
Andaman and Nicobar Islands,NICOBARS,2005.0,Whole Year ,Banana,22.0,582.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Whole Year ,Coconut ,3540.0,11000000.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Arecanut,14358.0,59370000.0
Assam,SIVASAGAR,2011.0,Rabi       ,Arecanut,2271.0,353423232.0
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Dry chillies,71.0,81.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Arecanut,2000.0,2350.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Dry chillies,4000.0,10000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2000.0,Kharif     ,Banana,102.0,321.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Kharif     ,Tapioca,593.0,3425.0
Andaman and Nicobar Islands,ANANTAPUR,2002.0,Rabi       ,Moong(Green Gram),213.0,1278.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Kharif     ,Jute,198.0,976.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Kharif     ,Rice,9718.0,4573473434.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Whole Year ,Tapioca,22.5,220.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003.0,Whole Year ,Arecanut,3118.0,5182.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Black pepper,409.0,98.0
Bihar,ANANTAPUR,,Rabi       ,Masoor,1160.0,3011.7
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Urad,1.5,1.16
Andaman and Nicobar Islands,NICOBARS,2004.0,Whole Year ,Dry chillies,60.0,145.2
Andhra Pradesh,ANANTAPUR,2000.0,Rabi       ,Gram,33858.0,22685.0
Andaman and Nicobar Islands,NICOBARS,2010.0,Rabi       ,Cashewnut,1000.5,437000000000.0
Andaman and Nicobar Islands,NICOBARS,2000.0,Whole Year ,Dry ginger,36.0,100.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006.0,Whole Year ,Cashewnut,40.5,44.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Dry chillies,413.0,28.8
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Gram,130.0,129.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Gram,6854.3,7457647657.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Dry ginger,831.0,1041.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Rice,20258.0,45669.0
Andaman and Nicobar Islands,ANANTAPUR,2004.0,Kharif     ,Moong(Green Gram),118.0,366.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Khesari,1021.0,806.0
Bihar,PURBI CHAMPARAN,2007.0,Autumn     ,Maize,7024.0,2642.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Winter     ,Small millets,9718.0,4573473434.0
Bihar,PURBI CHAMPARAN,2007.0,Rabi       ,Other  Rabi pulses,171.0,127.0
Assam,SIVASAGAR,2011.0,Kharif     ,Orange,275.0,2629.0
Assam,SIVASAGAR,2010.0,Rabi       ,Banana,1363.0,18798.0
Bihar,PURBI CHAMPARAN,2008.0,Whole Year ,Onion,821.0,3432323.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Whole Year ,Coconut ,3540.0,11000000.0
Andhra Pradesh,ANANTAPUR,1998.0,Kharif     ,Rice,38300.0,96800.0
Assam,SIVASAGAR,2010.0,Winter     ,Rice,92927.0,2435364342.0
Andhra Pradesh,ANANTAPUR,2000.0,Whole Year ,Sweet potato,28.0,379.0
Andhra Pradesh,ANANTAPUR,2000.0,Whole Year ,Potato,4.0,34.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003.0,Whole Year ,Sugarcane,268.0,2879.52
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Kharif     ,Small millets,450.0,85.13
Bihar,PURBI CHAMPARAN,2008.0,Kharif     ,Ragi,29.0,24.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006.0,Whole Year ,Coconut ,3575.0,15400000.0
Andaman and Nicobar Islands,ANANTAPUR,2003.0,Whole Year ,Other  Rabi pulses,4.2,532.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Arhar/Tur,27942.0,7628.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Whole Year ,Banana,23.0,8.5
Bihar,NAWADA,2010.0,Kharif     ,Arhar/Tur,1319.0,3434343.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Gram,134.0,124.0
Andhra Pradesh,ANANTAPUR,2000.0,Kharif     ,Castor seed,9315.0,2831.0
Bihar,PURBI CHAMPARAN,2008.0,Rabi       ,Gram,134.0,124.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Dry chillies,128.0,148.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Whole Year ,Coconut ,3540.0,11000000.0
Andhra Pradesh,ANANTAPUR,1999.0,Kharif     ,Cotton(lint),9453.0,10510.0
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Barley,2547.0,1985.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Kharif     ,Sugarcane,32432.0,435634633.0
Andhra Pradesh,ANANTAPUR,1999.0,Rabi       ,Moong(Green Gram),1.0,1.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Maize,86.7,96.4
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Other Kharif pulses,1.0,1.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Dry ginger,344.0,1124.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Castor seed,3191.0,34343433.0
Andhra Pradesh,ANANTAPUR,2001.0,Kharif     ,Onion,1165.0,19232.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Sunflower,36.0,9.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Turmeric,68.0,376.5
Bihar,NAWADA,2010.0,Rabi       ,Khesari,1130.0,955.0
Bihar,PURBI CHAMPARAN,2006.0,Rabi       ,Peas & beans (Pulses),110.0,103.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Urad,14793.0,3850.0
Andaman and Nicobar Islands,ANANTAPUR,2006.0,Rabi       ,Peas & beans (Pulses),52.03,450.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Rabi       ,Dry ginger,94.0,828.52
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Whole Year ,Coconut ,3540.0,11000000.0
Andhra Pradesh,ANANTAPUR,1997.0,Rabi       ,Jowar,18800.0,9400.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Sweet potato,131.9,700.35
Assam,SIVASAGAR,2010.0,Rabi       ,Moong(Green Gram),39.0,12.0
Andaman and Nicobar Islands,NICOBARS,2002.0,Whole Year ,Dry chillies,413.0,28.8
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Autumn     ,Sugarcane,67.5,402.0
Andaman and Nicobar Islands,ANANTAPUR,2000.0,Kharif     ,Potato,1.0,2.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Rabi       ,Turmeric,68.0,376.5
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Linseed,9631.0,2512.0
Chhattisgarh,SURGUJA,2009.0,Rabi       ,Wheat,20445.0,22975.0
Andhra Pradesh,ANANTAPUR,1998.0,Rabi       ,Ragi,700.0,1200.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Black pepper,413.1,20.18
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Sweet potato,100.0,5.0
Andaman and Nicobar Islands,ANANTAPUR,2010.0,Summer     ,Rice,944.0,6543635.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Arecanut,2000.0,2350.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Tobacco,23.0,12.0
Andhra Pradesh,ANANTAPUR,1998.0,Whole Year ,Sugarcane,700.0,65900.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001.0,Whole Year ,Coconut ,7015.0,25250000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005.0,Whole Year ,Banana,1656.8,10251.13
Bihar,PURBI CHAMPARAN,2007.0,Whole Year ,Sugarcane,6621.0,243817.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004.0,Whole Year ,Coconut ,7156.7,34750000.0
Bihar,NAWADA,2010.0,Kharif     ,Groundnut,80.0,82.0
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Other Kharif pulses,1.0,1.0
Andaman and Nicobar Islands,ANANTAPUR,2003.0,Rabi       ,Sweet potato,52.0,90.17
Bihar,PURBI CHAMPARAN,2007.0,Kharif     ,Castor seed,7.0,7.0
Bihar,PURBI CHAMPARAN,2007.0,Summer     ,Moong(Green Gram),1183.0,666.0
Andaman and Nicobar Islands,ANANTAPUR,2001.0,Rabi       ,Arhar/Tur,46.0,100.0
Chhattisgarh,SURGUJA,2008.0,Whole Year ,Garlic,561.0,1259.0
Bihar,NAWADA,2010.0,Rabi       ,Barley,8.0,7.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Black pepper,413.1,20.18
Andaman and Nicobar Islands,NICOBARS,2005.0,Whole Year ,Banana,22.0,582.0
Chhattisgarh,SURGUJA,2009.0,Kharif     ,Soyabean,91.0,47.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006.0,Whole Year ,Banana,483.0,4150.0
Andhra Pradesh,ANANTAPUR,1997.0,Kharif     ,Maize,2800.0,4900.0
